-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2000 through 12/31/2025 in LST
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
RH2M     MERRA-2 Relative Humidity at 2 Meters (%) 
-END HEADER-
PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
RH2M,2016,29.0,70.625,30.58,19.77,40.25,24.32,20.37,27.11,38.1,43.04,33.75,20.35,18.96,24.5,28.5
RH2M,2016,29.5,65.625,33.29,20.4,42.35,24.97,17.18,14.43,21.78,17.37,18.98,18.54,23.71,29.06,23.55
RH2M,2016,29.5,66.25,35.56,22.36,48.14,28.7,18.99,17.95,26.38,25.37,21.01,20.69,25.07,30.26,26.77
RH2M,2016,29.5,66.875,37.46,23.56,52.06,31.84,20.87,23.43,38.47,40.78,29.19,22.81,25.33,30.88,31.48
RH2M,2016,29.5,67.5,25.51,14.78,35.05,22.52,14.83,19.54,38.89,41.06,29.17,14.68,16.37,21.44,24.57
RH2M,2016,29.5,68.125,24.56,13.48,32.06,21.44,14.65,20.67,37.72,40.3,29.48,13.1,15.48,20.31,23.68
RH2M,2016,29.5,68.75,28.39,16.28,38.07,25.92,17.67,24.91,43.73,46.49,34.06,15.06,17.59,23.35,27.71
RH2M,2016,29.5,69.375,29.53,16.52,40.22,26.14,17.55,26.0,43.41,47.99,34.0,15.22,17.58,23.93,28.26
RH2M,2016,29.5,70.0,27.8,16.17,41.13,24.16,16.69,25.36,39.29,44.54,32.08,15.45,16.39,22.5,26.88
RH2M,2016,29.5,70.625,29.63,18.99,41.74,25.03,18.31,25.54,37.63,41.28,31.72,18.47,18.18,23.66,27.59
RH2M,2017,28.0,65.625,42.96,39.28,31.16,14.58,19.75,26.52,35.28,24.3,19.12,15.2,25.35,26.42,26.61
RH2M,2017,28.0,66.25,45.32,41.17,33.8,15.27,21.41,33.32,45.02,31.21,26.17,15.93,25.8,27.95,30.16
RH2M,2017,28.0,66.875,41.07,34.42,29.08,14.32,20.08,36.33,48.46,34.94,30.78,15.18,24.06,26.08,29.56
RH2M,2017,28.0,67.5,33.52,24.76,20.79,11.89,16.36,33.05,39.37,32.3,27.34,12.15,22.07,21.36,24.59
RH2M,2017,28.0,68.125,32.44,23.22,19.61,14.01,17.08,35.21,38.46,34.32,28.73,12.71,24.62,22.98,25.3
RH2M,2017,28.0,68.75,34.05,23.87,20.2,16.23,19.8,38.18,41.12,36.81,30.8,14.65,25.56,25.11,27.22
RH2M,2017,28.0,69.375,34.62,23.46,20.73,17.21,22.76,40.54,44.3,39.35,32.82,15.82,26.33,25.85,28.69
RH2M,2017,28.0,70.0,35.77,23.58,21.27,17.64,24.83,40.16,47.4,42.92,35.1,16.81,26.68,27.25,30.0
RH2M,2017,28.0,70.625,36.2,23.54,21.11,17.87,26.2,39.37,49.21,47.35,37.36,17.88,27.16,28.42,31.04
RH2M,2017,28.5,65.625,41.19,39.31,29.64,13.77,17.75,21.19,29.27,20.6,16.6,13.87,23.4,24.15,24.16
RH2M,2017,28.5,66.25,47.66,44.54,37.66,16.81,22.02,29.92,40.19,29.49,24.7,16.58,27.29,28.53,30.4
RH2M,2017,28.5,66.875,42.63,37.1,31.48,14.96,20.24,36.92,46.82,34.51,30.0,15.03,24.78,25.49,29.97
RH2M,2017,28.5,67.5,33.78,26.14,20.95,11.39,15.35,33.84,39.11,30.93,25.31,11.05,21.85,19.86,24.12
RH2M,2017,28.5,68.125,33.11,24.34,19.87,13.13,16.03,34.6,37.66,32.57,26.32,11.73,25.35,21.44,24.68
RH2M,2017,28.5,68.75,32.25,23.44,19.48,14.4,17.55,37.67,39.71,34.68,27.84,12.29,25.18,21.37,25.5
RH2M,2017,28.5,69.375,34.26,24.02,21.08,15.71,19.69,40.46,43.75,37.17,29.44,13.66,26.44,24.33,27.52
RH2M,2017,28.5,70.0,36.75,25.46,22.98,17.01,22.07,40.43,45.96,39.39,31.23,15.55,27.9,28.29,29.45
RH2M,2017,28.5,70.625,37.6,25.43,22.94,17.29,23.45,38.88,46.05,42.51,33.11,16.63,28.16,29.7,30.19
RH2M,2017,29.0,65.625,43.28,43.45,31.13,14.59,17.56,17.99,25.15,18.03,14.83,13.55,23.77,24.4,23.89
RH2M,2017,29.0,66.25,48.98,47.62,40.07,17.62,21.34,24.79,32.63,24.94,20.58,15.83,27.64,28.15,29.1
RH2M,2017,29.0,66.875,46.72,43.16,37.61,17.01,21.36,37.12,45.43,33.5,28.98,15.96,27.51,27.05,31.74
RH2M,2017,29.0,67.5,35.09,28.01,22.07,11.35,14.96,36.21,42.13,30.73,25.25,10.83,22.28,18.5,24.77
RH2M,2017,29.0,68.125,34.2,25.46,20.53,12.52,15.56,36.32,39.83,31.59,25.31,11.31,25.28,19.23,24.75
RH2M,2017,29.0,68.75,35.54,25.88,21.4,14.51,17.68,44.84,46.5,36.14,29.29,12.39,27.06,20.55,27.65
RH2M,2017,29.0,69.375,37.78,26.83,23.04,16.18,19.36,43.68,48.43,39.4,30.22,13.92,28.29,23.54,29.24
RH2M,2017,29.0,70.0,37.5,26.13,23.37,16.16,19.44,40.27,45.95,38.11,28.86,14.16,27.88,26.26,28.7
RH2M,2017,29.0,70.625,39.47,27.8,24.8,17.28,20.86,39.23,44.53,38.85,29.86,16.01,29.21,30.59,29.9
RH2M,2017,29.5,65.625,42.75,40.55,32.5,16.74,17.68,15.67,21.28,15.31,13.41,13.4,24.09,24.53,23.08
RH2M,2017,29.5,66.25,47.13,45.88,39.43,18.31,19.68,20.87,26.99,20.7,17.22,14.09,26.03,25.68,26.75
RH2M,2017,29.5,66.875,50.06,48.37,43.77,18.99,21.37,34.38,42.18,30.08,26.33,15.5,28.84,27.6,32.21
RH2M,2017,29.5,67.5,37.93,32.18,25.46,12.19,15.37,38.27,45.78,30.8,26.21,11.06,23.56,18.56,26.42
RH2M,2017,29.5,68.125,35.87,27.42,21.91,12.25,15.55,37.24,44.27,31.19,25.56,10.66,24.65,17.88,25.36
RH2M,2017,29.5,68.75,40.47,31.6,25.45,15.31,18.9,45.21,54.29,36.47,30.55,12.7,29.14,20.61,30.05
RH2M,2017,29.5,69.375,41.18,30.09,25.56,16.62,19.75,41.85,48.81,37.62,29.16,13.66,29.21,22.61,29.68
RH2M,2017,29.5,70.0,39.25,27.11,24.36,16.16,18.71,37.69,43.96,36.28,26.88,13.22,27.52,23.89,27.94
RH2M,2017,29.5,70.625,40.51,28.69,26.17,17.76,19.54,37.56,42.32,36.6,28.1,15.39,29.04,28.25,29.18
RH2M,2018,28.0,65.625,31.56,34.47,27.43,23.36,18.4,16.63,26.57,25.26,15.59,22.73,30.63,29.13,25.11
RH2M,2018,28.0,66.25,31.29,36.93,29.9,25.87,19.78,18.4,32.56,30.33,21.61,24.05,31.17,26.83,27.35
RH2M,2018,28.0,66.875,26.76,32.35,26.86,23.35,17.21,19.56,35.44,33.46,27.56,21.7,27.54,22.89,26.19
RH2M,2018,28.0,67.5,21.04,24.46,20.16,17.9,12.87,21.74,32.69,31.41,27.24,17.02,22.15,20.0,22.37
RH2M,2018,28.0,68.125,21.18,24.01,19.87,17.69,13.75,28.69,35.05,35.11,31.31,17.09,21.64,22.56,23.99
RH2M,2018,28.0,68.75,21.78,24.73,21.79,18.38,14.86,32.56,38.01,38.69,33.48,18.09,21.31,24.49,25.68
RH2M,2018,28.0,69.375,22.2,25.1,21.77,18.4,15.57,34.89,39.96,40.58,34.48,19.01,21.77,25.9,26.64
RH2M,2018,28.0,70.0,22.43,25.28,21.2,18.01,15.73,35.78,42.06,42.57,35.46,19.49,21.79,26.58,27.21
RH2M,2018,28.0,70.625,23.22,25.27,20.89,17.93,16.12,36.03,44.32,44.86,36.94,20.25,22.11,26.74,27.91
RH2M,2018,28.5,65.625,29.33,32.61,26.7,23.39,18.44,14.38,22.06,21.53,13.47,21.01,29.68,28.04,23.35
RH2M,2018,28.5,66.25,33.24,40.43,33.7,29.56,23.11,18.06,29.36,27.67,19.47,25.73,34.99,29.76,28.7
RH2M,2018,28.5,66.875,27.0,34.86,29.58,26.12,19.34,18.84,35.63,32.2,25.52,22.42,29.75,23.94,27.06
RH2M,2018,28.5,67.5,19.84,24.59,20.48,18.19,12.79,20.61,34.57,30.76,25.14,16.16,21.74,19.32,22.0
RH2M,2018,28.5,68.125,20.69,24.21,20.25,17.76,13.2,26.06,34.96,33.72,29.31,16.33,21.58,21.81,23.31
RH2M,2018,28.5,68.75,20.05,23.48,21.1,17.73,13.62,29.71,37.62,36.7,31.23,16.54,20.6,22.44,24.23
RH2M,2018,28.5,69.375,21.19,24.75,21.75,18.25,14.45,31.64,39.11,38.74,32.7,17.83,21.57,24.67,25.56
RH2M,2018,28.5,70.0,22.71,26.56,22.59,18.88,15.38,32.86,40.74,40.21,33.63,19.54,22.61,27.24,26.91
RH2M,2018,28.5,70.625,23.59,26.54,22.11,18.59,15.51,32.98,41.81,41.5,34.4,20.22,22.59,28.33,27.36
RH2M,2018,29.0,65.625,29.67,33.33,28.22,25.31,19.32,13.1,18.78,19.04,12.18,20.9,32.95,30.24,23.54
RH2M,2018,29.0,66.25,33.84,41.0,35.42,30.99,24.18,16.58,24.27,23.12,15.77,25.2,39.29,32.8,28.47
RH2M,2018,29.0,66.875,30.27,40.03,34.53,29.92,22.39,18.47,35.89,30.56,22.64,24.54,36.37,28.74,29.47
RH2M,2018,29.0,67.5,19.52,25.52,21.93,18.93,13.0,19.34,38.72,30.59,23.5,16.22,23.02,19.85,22.5
RH2M,2018,29.0,68.125,19.96,24.16,20.76,17.88,12.6,23.97,38.48,33.22,27.95,16.1,21.92,21.25,23.18
RH2M,2018,29.0,68.75,20.88,25.34,22.82,19.29,13.97,28.21,46.41,38.84,31.71,17.35,22.54,22.61,25.84
RH2M,2018,29.0,69.375,21.83,27.15,23.75,20.11,15.17,30.32,46.61,41.34,34.18,18.77,23.59,25.39,27.36
RH2M,2018,29.0,70.0,21.37,26.95,22.89,19.25,15.06,29.88,41.64,39.42,32.86,18.85,22.6,26.11,26.41
RH2M,2018,29.0,70.625,23.6,28.2,23.45,19.67,15.74,30.28,40.4,38.83,32.79,20.18,23.28,29.37,27.15
RH2M,2018,29.5,65.625,29.34,33.56,26.97,25.21,18.24,12.4,15.89,16.63,10.94,20.58,33.8,31.58,22.87
RH2M,2018,29.5,66.25,31.33,38.38,32.97,29.12,21.88,14.61,20.03,19.49,12.86,22.66,39.56,33.37,26.28
RH2M,2018,29.5,66.875,31.5,42.28,37.33,31.08,23.17,17.07,33.79,28.03,18.61,24.43,43.05,33.44,30.25
RH2M,2018,29.5,67.5,19.81,27.74,24.99,20.33,13.78,17.82,42.69,30.73,21.5,16.81,26.99,21.46,23.71
RH2M,2018,29.5,68.125,18.92,25.18,21.92,18.3,12.54,22.07,42.86,33.32,25.86,16.05,23.02,20.75,23.4
RH2M,2018,29.5,68.75,21.86,29.04,25.83,21.68,15.08,26.01,51.37,38.37,30.71,19.16,27.32,23.74,27.51
RH2M,2018,29.5,69.375,22.03,29.86,25.4,21.71,16.02,27.08,48.47,37.91,32.29,19.79,25.86,24.84,27.6
RH2M,2018,29.5,70.0,20.47,27.75,23.3,19.97,15.55,26.55,41.15,36.55,30.71,18.91,22.88,25.18,25.74
RH2M,2018,29.5,70.625,22.97,29.04,24.21,20.69,16.66,27.42,39.13,36.5,30.87,20.13,23.22,29.72,26.71
RH2M,2019,28.0,65.625,38.56,47.41,53.07,34.7,24.8,16.19,37.86,34.08,26.91,33.33,43.43,45.93,36.33
RH2M,2019,28.0,66.25,39.5,49.8,58.05,41.28,26.3,19.29,43.42,44.94,34.06,39.02,47.33,44.75,40.63
RH2M,2019,28.0,66.875,35.68,46.48,54.69,38.65,23.11,21.57,42.92,47.71,37.24,39.57,47.82,40.76,39.66
RH2M,2019,28.0,67.5,32.71,39.21,45.13,30.89,18.06,20.48,34.26,40.2,32.84,33.53,42.92,36.25,33.85
RH2M,2019,28.0,68.125,36.01,40.76,45.01,30.01,18.72,23.02,33.82,40.65,35.78,34.84,44.87,35.79,34.91
RH2M,2019,28.0,68.75,36.65,45.38,48.5,28.94,21.85,25.25,38.1,41.89,37.8,36.27,51.57,34.96,37.21
RH2M,2019,28.0,69.375,37.57,43.47,44.19,28.02,23.48,27.19,39.25,43.4,39.81,37.63,47.45,35.28,37.19
RH2M,2019,28.0,70.0,37.99,40.21,40.14,26.51,24.95,28.69,40.54,44.92,42.26,37.7,47.0,36.75,37.29
RH2M,2019,28.0,70.625,37.57,36.75,36.01,25.34,25.72,29.6,41.33,46.45,44.26,38.1,46.98,38.87,37.26
RH2M,2019,28.5,65.625,36.26,47.21,52.1,35.17,23.97,14.15,32.4,27.84,22.75,29.92,41.13,44.42,33.9
RH2M,2019,28.5,66.25,41.64,52.97,60.22,45.48,31.1,19.25,40.93,39.21,31.0,37.42,47.75,46.08,41.05
RH2M,2019,28.5,66.875,36.4,47.81,56.62,42.67,26.68,21.73,42.69,44.93,34.4,36.48,45.89,37.86,39.48
RH2M,2019,28.5,67.5,31.53,38.15,45.32,32.79,18.5,19.45,35.56,38.21,28.81,29.74,39.07,30.75,32.3
RH2M,2019,28.5,68.125,34.97,39.0,45.02,31.96,19.54,21.71,34.68,38.54,32.41,32.04,42.61,32.1,33.69
RH2M,2019,28.5,68.75,34.39,38.77,43.7,31.39,19.46,23.69,38.19,39.31,35.46,32.51,43.29,30.95,34.23
RH2M,2019,28.5,69.375,36.55,44.77,47.39,29.99,20.88,25.3,38.49,42.36,37.76,36.45,45.77,33.09,36.52
RH2M,2019,28.5,70.0,39.93,44.26,45.43,29.7,23.26,26.37,39.03,43.45,39.6,38.07,46.92,35.92,37.63
RH2M,2019,28.5,70.625,41.25,41.45,40.84,27.97,24.41,26.79,39.04,43.88,40.55,38.34,47.39,38.21,37.5
RH2M,2019,29.0,65.625,37.09,49.85,53.83,39.43,24.87,13.64,28.4,24.15,19.99,28.06,43.81,47.27,34.13
RH2M,2019,29.0,66.25,43.3,54.33,60.23,47.66,33.84,18.31,34.28,31.51,25.84,33.58,48.94,48.55,39.97
RH2M,2019,29.0,66.875,41.07,51.77,60.58,48.34,34.79,23.12,41.62,42.08,32.84,34.85,47.29,42.73,41.72
RH2M,2019,29.0,67.5,30.95,37.03,45.81,35.23,20.85,19.55,38.64,38.07,26.88,27.57,35.18,29.63,32.11
RH2M,2019,29.0,68.125,33.55,37.39,44.57,34.92,22.22,21.56,38.56,38.71,29.5,30.09,40.75,31.27,33.58
RH2M,2019,29.0,68.75,35.38,41.62,49.31,38.24,21.59,25.28,46.4,42.03,36.24,32.92,44.25,31.89,37.07
RH2M,2019,29.0,69.375,38.38,44.75,51.58,39.08,22.47,27.57,45.95,47.54,38.9,36.69,47.93,34.27,39.56
RH2M,2019,29.0,70.0,40.42,44.03,49.06,34.39,22.01,26.24,39.71,45.74,37.03,37.67,45.87,34.17,38.0
RH2M,2019,29.0,70.625,45.66,45.86,46.44,31.46,23.31,25.46,37.51,43.53,37.11,39.8,47.42,37.74,38.41
RH2M,2019,29.5,65.625,37.81,46.4,50.7,38.26,26.0,15.11,25.64,20.87,17.19,25.06,41.99,43.92,32.34
RH2M,2019,29.5,66.25,42.1,51.36,57.24,45.7,32.21,17.68,28.22,25.84,21.3,28.48,46.68,46.9,36.9
RH2M,2019,29.5,66.875,44.49,54.41,62.67,51.22,39.42,23.27,37.89,37.94,30.1,32.04,49.47,48.11,42.53
RH2M,2019,29.5,67.5,30.68,38.5,49.0,39.73,24.71,20.39,41.09,38.94,26.77,26.97,35.19,31.48,33.61
RH2M,2019,29.5,68.125,32.0,37.22,45.38,37.69,24.28,21.61,42.37,41.37,28.36,28.89,39.38,30.63,34.1
RH2M,2019,29.5,68.75,35.65,43.71,52.86,44.01,28.02,26.19,50.33,44.36,35.24,33.74,45.27,34.35,39.46
RH2M,2019,29.5,69.375,37.65,44.72,53.75,43.68,27.0,27.93,46.59,49.66,36.33,36.48,48.67,35.33,40.63
RH2M,2019,29.5,70.0,40.41,43.55,50.28,37.94,23.03,27.17,38.41,47.66,33.87,37.19,44.75,32.97,38.08
RH2M,2019,29.5,70.625,47.06,46.31,48.33,34.32,22.88,26.11,35.86,43.35,33.3,39.08,45.31,35.92,38.12
RH2M,2020,28.0,65.625,57.12,36.36,42.07,46.51,28.1,23.04,32.6,52.26,26.38,16.78,31.25,43.91,36.41
RH2M,2020,28.0,66.25,56.88,36.58,45.15,52.07,37.6,29.89,38.52,60.37,36.54,22.74,29.78,39.3,40.51
RH2M,2020,28.0,66.875,52.33,31.78,44.8,50.83,42.05,40.28,41.35,62.48,40.78,23.25,27.06,34.87,41.05
RH2M,2020,28.0,67.5,43.52,26.0,40.67,40.28,37.41,39.54,39.61,54.04,35.68,18.59,24.05,30.4,35.88
RH2M,2020,28.0,68.125,44.46,28.14,43.65,42.58,38.67,42.58,40.95,52.21,37.17,17.26,26.65,32.24,37.26
RH2M,2020,28.0,68.75,46.16,29.33,47.72,46.88,39.84,43.65,41.62,56.25,46.92,18.49,28.9,35.72,40.17
RH2M,2020,28.0,69.375,46.99,30.68,49.34,45.91,38.53,44.25,44.99,55.25,45.51,21.42,31.3,35.91,40.89
RH2M,2020,28.0,70.0,47.43,32.04,48.81,44.45,35.1,42.02,45.63,55.27,47.63,23.77,33.67,37.33,41.14
RH2M,2020,28.0,70.625,47.7,33.34,46.88,40.0,30.99,37.93,44.43,53.95,48.9,25.87,35.37,38.83,40.39
RH2M,2020,28.5,65.625,56.68,38.24,42.66,45.43,25.21,19.07,27.38,48.15,23.43,15.38,30.46,43.65,34.68
RH2M,2020,28.5,66.25,60.3,42.57,49.7,54.14,37.27,27.66,36.2,57.51,35.06,24.9,33.24,42.44,41.79
RH2M,2020,28.5,66.875,54.11,36.91,47.74,51.77,40.13,38.05,40.06,61.34,38.75,24.18,28.1,36.1,41.49
RH2M,2020,28.5,67.5,43.31,27.83,42.41,40.72,33.25,39.1,38.92,53.86,33.85,17.92,22.87,30.42,35.43
RH2M,2020,28.5,68.125,44.34,29.44,47.54,44.91,37.66,46.97,41.92,52.49,37.86,19.49,26.67,32.73,38.54
RH2M,2020,28.5,68.75,43.99,28.92,47.25,42.16,35.06,44.77,40.93,54.08,42.82,19.5,26.16,32.61,38.23
RH2M,2020,28.5,69.375,47.92,30.88,55.82,51.55,40.64,51.89,46.59,56.74,45.47,17.58,28.39,36.32,42.53
RH2M,2020,28.5,70.0,50.23,32.97,57.42,52.85,37.05,48.24,45.78,55.09,44.26,20.27,31.9,38.79,42.94
RH2M,2020,28.5,70.625,50.85,34.58,55.59,47.99,32.22,40.73,43.2,52.25,44.62,22.57,35.04,41.23,41.77
RH2M,2020,29.0,65.625,60.19,43.86,46.28,46.91,24.57,16.98,24.54,46.77,22.84,15.55,32.72,49.3,35.9
RH2M,2020,29.0,66.25,63.64,46.45,52.08,53.68,34.74,22.82,31.49,52.39,32.05,23.13,35.12,47.27,41.27
RH2M,2020,29.0,66.875,59.4,44.04,53.07,54.01,40.02,35.31,39.92,58.82,36.48,25.87,31.4,41.51,43.36
RH2M,2020,29.0,67.5,44.08,31.46,45.3,42.82,31.76,39.01,39.71,53.92,32.22,16.12,22.31,30.14,35.78
RH2M,2020,29.0,68.125,44.37,31.76,51.46,51.25,39.26,53.16,45.82,55.1,39.67,23.61,29.49,32.67,41.5
RH2M,2020,29.0,68.75,49.16,32.25,53.55,49.15,40.59,51.75,44.88,59.96,45.61,21.91,27.18,34.95,42.63
RH2M,2020,29.0,69.375,52.03,34.87,60.73,58.16,45.75,59.65,58.87,64.8,49.79,23.25,29.72,38.5,48.07
RH2M,2020,29.0,70.0,51.94,34.43,62.98,59.52,43.26,56.73,54.7,59.86,45.37,18.73,30.84,39.01,46.49
RH2M,2020,29.0,70.625,54.18,36.18,64.47,57.62,38.26,47.92,46.11,52.33,42.24,20.2,34.85,44.31,44.93
RH2M,2020,29.5,65.625,59.13,43.37,45.99,45.09,26.41,17.89,22.96,38.73,18.83,17.6,33.52,47.79,34.79
RH2M,2020,29.5,66.25,63.23,46.82,51.82,50.93,32.51,20.25,27.41,45.53,24.95,18.67,34.16,47.39,38.66
RH2M,2020,29.5,66.875,64.76,49.14,57.45,56.72,40.48,31.79,37.76,54.67,32.33,22.08,33.52,46.48,43.96
RH2M,2020,29.5,67.5,47.6,37.03,50.93,47.97,33.08,39.06,40.82,54.41,31.85,16.25,23.58,31.86,37.9
RH2M,2020,29.5,68.125,45.07,34.34,55.93,55.82,40.44,54.24,49.93,58.64,38.57,23.24,30.32,32.92,43.32
RH2M,2020,29.5,68.75,52.06,40.24,58.92,54.21,43.32,52.99,50.57,60.99,42.69,24.21,30.14,38.07,45.74
RH2M,2020,29.5,69.375,53.04,39.95,65.18,61.44,48.11,61.44,62.01,67.34,47.53,30.28,32.2,39.71,50.74
RH2M,2020,29.5,70.0,52.19,37.32,67.32,62.44,45.18,59.79,58.71,63.42,44.12,21.86,30.67,38.46,48.51
RH2M,2020,29.5,70.625,54.1,37.82,69.07,61.57,42.19,52.58,49.76,54.18,40.45,20.24,35.18,44.22,46.82
RH2M,2021,28.0,65.625,28.99,24.19,24.91,21.28,19.92,17.58,40.2,22.46,33.78,22.0,23.68,29.24,25.72
RH2M,2021,28.0,66.25,21.17,23.53,27.43,22.9,21.5,20.18,44.31,25.96,44.38,23.97,22.78,29.33,27.31
RH2M,2021,28.0,66.875,16.8,20.55,25.67,21.28,20.63,24.85,41.99,28.93,49.51,24.26,20.34,28.18,26.95
RH2M,2021,28.0,67.5,15.72,16.78,21.25,18.14,17.8,28.79,34.71,28.42,41.11,20.76,17.29,24.95,23.84
RH2M,2021,28.0,68.125,20.13,18.01,22.75,18.61,20.25,34.27,37.24,34.02,38.78,23.42,18.64,26.6,26.11
RH2M,2021,28.0,68.75,23.32,19.58,24.41,20.16,23.66,38.5,41.41,37.63,40.98,26.53,19.88,27.83,28.72
RH2M,2021,28.0,69.375,25.93,20.91,24.88,20.46,27.1,40.16,44.28,39.36,41.37,28.8,21.08,29.13,30.36
RH2M,2021,28.0,70.0,29.01,21.81,25.29,20.05,29.58,40.91,46.53,40.69,44.54,31.14,22.76,29.83,31.93
RH2M,2021,28.0,70.625,32.29,22.88,25.08,19.52,30.82,41.11,48.04,41.81,47.73,33.65,24.84,30.77,33.3
RH2M,2021,28.5,65.625,27.77,22.98,23.47,19.49,17.71,14.55,37.33,19.66,31.89,20.02,22.96,26.49,23.72
RH2M,2021,28.5,66.25,23.09,26.01,28.88,24.1,21.94,18.53,44.08,25.75,43.84,25.24,25.59,30.75,28.17
RH2M,2021,28.5,66.875,17.63,21.99,26.79,22.13,21.21,23.95,42.25,29.36,50.13,24.94,21.57,27.65,27.49
RH2M,2021,28.5,67.5,15.97,16.54,21.24,17.94,17.55,28.39,34.47,27.77,41.33,20.21,16.77,23.54,23.5
RH2M,2021,28.5,68.125,20.35,17.72,23.14,19.41,20.12,34.28,35.86,31.92,39.7,24.0,18.33,26.15,25.96
RH2M,2021,28.5,68.75,20.49,17.57,23.23,19.74,22.09,37.57,38.95,35.14,41.34,25.45,18.55,25.76,27.21
RH2M,2021,28.5,69.375,23.07,19.29,25.58,20.85,26.16,41.52,41.29,36.95,41.9,27.72,19.83,27.7,29.39
RH2M,2021,28.5,70.0,27.53,21.89,27.29,21.68,29.33,40.63,42.18,37.61,42.63,30.88,21.95,29.64,31.17
RH2M,2021,28.5,70.625,32.28,23.59,27.33,21.02,30.04,39.37,42.86,38.13,44.03,32.8,23.66,30.21,32.18
RH2M,2021,29.0,65.625,33.88,24.42,24.87,19.77,17.43,12.47,35.9,17.96,35.9,21.36,25.6,27.48,24.77
RH2M,2021,29.0,66.25,27.6,27.79,30.0,24.3,21.15,15.41,40.49,23.19,43.58,28.51,28.69,31.81,28.56
RH2M,2021,29.0,66.875,21.88,25.9,30.52,24.65,22.8,22.3,42.89,29.72,51.74,31.47,27.69,30.28,30.17
RH2M,2021,29.0,67.5,15.89,17.02,21.66,17.87,18.02,26.82,34.79,27.61,43.07,23.8,17.8,22.8,23.96
RH2M,2021,29.0,68.125,20.0,17.69,23.09,20.0,20.53,33.83,35.89,30.83,42.08,27.1,18.49,25.46,26.29
RH2M,2021,29.0,68.75,19.79,18.41,25.23,20.21,23.36,38.55,41.01,35.66,48.96,30.86,19.69,26.8,29.1
RH2M,2021,29.0,69.375,23.39,20.31,27.96,23.29,27.26,44.69,43.88,38.28,51.51,29.85,21.11,29.24,31.79
RH2M,2021,29.0,70.0,25.18,21.42,28.34,23.16,29.09,42.06,40.79,36.51,46.04,29.25,20.91,28.59,31.0
RH2M,2021,29.0,70.625,31.4,24.93,29.48,23.33,29.56,38.7,39.48,36.0,43.98,32.13,23.07,29.96,31.89
RH2M,2021,29.5,65.625,37.61,27.55,26.42,21.34,18.09,11.13,30.36,17.4,32.19,24.41,29.16,29.54,25.44
RH2M,2021,29.5,66.25,30.76,27.67,30.02,23.62,20.05,13.29,33.89,20.13,39.99,28.98,29.65,30.22,27.36
RH2M,2021,29.5,66.875,27.28,28.33,33.85,26.08,23.38,20.28,40.07,27.96,49.6,36.58,34.6,31.68,31.66
RH2M,2021,29.5,67.5,17.27,18.7,24.03,18.93,19.42,24.99,35.28,28.12,47.72,29.94,20.93,22.38,25.67
RH2M,2021,29.5,68.125,18.6,18.13,23.42,20.45,21.68,32.15,36.58,30.89,46.24,29.9,18.78,24.15,26.79
RH2M,2021,29.5,68.75,20.99,21.03,27.93,22.36,25.83,35.61,41.09,35.03,55.55,36.29,22.05,27.46,30.98
RH2M,2021,29.5,69.375,23.41,21.71,29.41,24.95,29.31,42.61,43.51,36.17,57.21,32.95,21.96,28.73,32.71
RH2M,2021,29.5,70.0,23.25,21.33,28.73,24.36,29.29,42.1,40.69,35.47,52.5,28.0,20.42,27.77,31.2
RH2M,2021,29.5,70.625,29.53,25.87,30.37,25.16,28.57,37.87,37.63,34.87,46.78,30.42,22.33,29.04,31.57
RH2M,2022,28.0,65.625,57.25,41.46,30.17,17.01,14.1,19.24,65.85,64.05,43.41,29.75,40.2,42.1,38.79
RH2M,2022,28.0,66.25,59.5,45.34,35.65,17.91,14.83,20.88,73.08,76.13,52.29,39.52,48.0,46.95,44.27
RH2M,2022,28.0,66.875,54.63,42.64,33.14,15.55,14.27,22.21,75.7,81.96,61.69,43.93,46.71,44.95,44.89
RH2M,2022,28.0,67.5,44.28,33.51,24.29,11.08,12.11,23.02,70.07,83.12,70.53,51.33,44.79,39.84,42.46
RH2M,2022,28.0,68.125,43.42,31.68,22.97,11.7,14.12,27.89,70.17,86.14,78.84,56.55,46.73,41.16,44.42
RH2M,2022,28.0,68.75,47.98,33.83,24.66,13.55,16.68,32.35,72.54,86.02,80.26,56.27,48.71,36.62,45.91
RH2M,2022,28.0,69.375,46.05,31.58,25.41,14.6,18.3,35.03,72.34,84.02,80.3,55.74,47.74,39.28,46.0
RH2M,2022,28.0,70.0,45.59,31.43,25.6,15.52,19.42,35.5,71.91,80.72,76.04,52.62,45.2,37.55,44.89
RH2M,2022,28.0,70.625,44.3,31.7,25.92,16.12,20.28,35.15,69.74,75.19,66.31,46.17,41.01,36.49,42.48
RH2M,2022,28.5,65.625,57.19,41.52,29.07,15.85,12.55,15.89,58.47,58.97,39.29,25.94,35.66,39.37,35.87
RH2M,2022,28.5,66.25,62.5,46.34,38.01,20.37,15.02,19.54,69.96,72.81,46.72,37.44,48.54,48.24,43.88
RH2M,2022,28.5,66.875,56.27,42.83,35.27,17.16,14.08,21.78,75.09,81.11,58.05,41.12,46.63,45.86,44.71
